Scheme Name,Address,Tags,Description,1-Bedroom,2-Bedroom,3-Bedroom,Studio,Private Room,Station Info,City
Vonder Shoreditch,"97-137 Hackney Rd, Hackney, London, E2 8ET","['Furnished', 'Concierge', 'Onsite management', 'Parcel collection & storage', 'Bike storage']","Located in a prime location of East London, Vonder Shoreditch is an ideal place for tenants with fully-furnished apartments, active living environment and an abundance of transport links.",2750.0,2700.0,4555.0,,,"['Hoxton | 0.1 mi', 'Shoreditch High Street | 0.4 mi', 'Old Street | 0.6 mi']",London
Fizzy Walthamstow,"3-7 Blackhorse Lane, Waltham Forest, London, E17 6DS","['Pet friendly', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parking']","Located in East London, Fizzy Walthamstow provides tenants with the opportunity to explore a diverse culture and enjoy various free amenities.",1645.0,1945.0,2350.0,,,"['Blackhorse Road | 0.1 mi', 'St James Street | 0.6 mi', 'Tottenham Hale | 0.9 mi']",London
Garrett Mansions,"West End Gate, Westminster, London, W2 1BB","['Concierge', 'Onsite maintenance', 'Onsite management', 'Parking', 'Parcel collection & storage']","Located around West End Gate's landscaped gardens, Garrett Mansions has a smart design that allows tenants to access numerous amenities.",4268.0,5746.0,6392.0,,,"['Edgware Road | 0.2 mi', 'Paddington Station | 0.4 mi', 'London Marylebone | 0.4 mi']",London
Fizzy Stepney Green,"Textile House, Killick Way, Tower Hamlets, London, E1 3FD","['Pet friendly', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parcel collection & storage']","Located in an excellent location of East London, Fizzy Stepney Green is an ideal place for tenants with an active living environment and various transport links.",1550.0,1850.0,2325.0,,,"['Stepney Green | 0.3 mi', 'Limehouse | 0.5 mi', 'Mile End Station | 0.5 mi']",London
STAY Camden,"Hawley Wharf, 1 Water Lane, Camden, London, NW1 8NZ","['Pet friendly', 'Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management']","Located in Camden Town, STAY is an ideal choice for those in search of accommodation in London, which provides convenient amenities for the customer experience.",3467.0,4767.0,6500.0,,,"['Camden Town | 0.2 mi', 'Camden Road | 0.3 mi', 'Kentish Town West | 0.3 mi']",London
The High Line,"27 Radial Avenue, Tower Hamlets, London, E14 6UD","['Pet friendly', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parking']","Located in East London, The High Line offers panoramic views of the City\'s skyline, top tier amenities and stellar furnishings.",1340.0,1599.0,2525.0,,,"['Langdon Park | 0.0 mi', 'All Saints | 0.3 mi', 'Bromley-By-Bow Station | 0.7 mi']",London
The Pavilions,"351 Caledonian Road, Islington, London, N1 1DW","['Bike storage', 'Common area', 'Roof terrace', 'Communal garden', 'Smoke alarms']","Located in North London, The Pavilions is a build-to-rent that goes out of its way to take care of tenants' daily well-being.",1650.0,1975.0,3200.0,,,"['Caledonian Road & Barnsbury | 0.1 mi', 'Caledonian Road Station | 0.4 mi', 'Highbury & Islington | 0.6 mi']",London
Charter House,"450 High Road, Redbridge, London, IG1 1UF","['Concierge', 'Onsite maintenance', 'Onsite management', 'Parking', 'Bike storage']",Charter House is a brand new apartment complex delivering a spacious living space filled with natural lights and high-spec interiors. Numerous transport links and local amenities are at your doorstep for daily use.,1250.0,1400.0,1600.0,,,"['Seven Kings | 0.4 mi', 'Ilford | 0.8 mi', 'Newbury Park | 1.0 mi']",London
TRS Apartments,"The Green, Ealing, London, UB2 4AN","['Concierge', 'Parking', 'Bike storage', 'Lifts', 'CCTV']","Located on The Green, Southall, TRS Apartments is a selection of stylish apartments with beneficial amenities.",,1325.0,,,,['Southall | 0.1 mi'],London
Burnell Building,"Wilkinson Close, Cricklewood, Barnet, London, NW2 6GP","['Pet friendly', 'Concierge', 'Onsite management', 'Parking', 'Bike storage']","Located in an enviable area of North West London, Burnell Building is a selection of stylish apartments with high-specification fixtures and fittings.",1400.0,1580.0,1950.0,,,"['Dudding Hill Junction | 0.6 mi', 'Cricklewood | 0.6 mi', 'Brent Cross | 0.9 mi']",London
Newfoundland,"Canary Wharf, Tower Hamlets, London, E14 4JB","['Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parcel collection & storage']","Lying in a prime location of East London, Newfoundland is the ideal place for commuters with a unique design, an abundance of amenities & furniture and well-connected transport links.",2383.0,3336.0,6027.0,1928.0,,"['Canary Wharf | 0.2 mi', 'Heron Quays | 0.2 mi', 'Limehouse | 0.8 mi']",London
The Residence,"40-42 Ponton Road, Wandsworth, London, SW8 5BA","['Pet friendly', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parking']","Located in a well-linked area of South West London, The Residence is a collection of one, two and three-bedroom apartments with quality amenities and furnishings.",1600.0,1950.0,2995.0,,,"['Vauxhall | 0.6 mi', 'Pimlico | 0.6 mi', 'Battersea Park | 0.7 mi']",London
Sugar House Island,"High Street, Ealing, London, E15 2RB","['Pet friendly', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parking']","Located in a central area of East London, Sugar House Island is a collection of stylish apartments with contemporary fixtures and fittings.",1480.0,1670.0,2500.0,1389.0,,"['Pudding Mill Lane | 0.2 mi', 'Bromley-By-Bow Station | 0.5 mi', 'Stratford High Street | 0.5 mi']",London
Silchester Apartments,"632-652 London Road, Hounslow, London, TW7 4EG","['Furnished', 'Onsite management', 'Parking', 'Bike storage', 'Lifts']","Silchester Apartments offers high-spec fixtures and fittings, plus a great transportation network to every part of London for the best rental experience.",1350.0,1395.0,,,,"['Hounslow East | 0.3 mi', 'Isleworth | 0.6 mi', 'Osterley Station | 0.6 mi']",London
The Assembly,"2 Station Grove, Brent, London, HA0 4AF","['Pet friendly', 'Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management']","With a prime location of Harrow, The Assembly provides tenants with furnished apartments, numerous amenities and transport links to create a high-standard living experience.",1345.0,1535.0,1910.0,,,"['Wembley Central Station | 0.1 mi', 'Wembley Central | 0.1 mi', 'Wembley Stadium | 0.5 mi']",London
Quebec Quarter,"Quebec Way, Southwark, London, SE16 7LF","['Pet friendly', 'Furnished', 'Concierge', 'Parking', 'Bike storage']","Quebec Quarter is a private BTR scheme located near Canada Water with 5 acres of outdoor space that offers tenants the perfect opportunity to reconnect with nature. Moreover, it offers a breathtaking view from the balcony/terrace .",1715.0,,3033.0,,,"['Surrey Quays | 0.4 mi', 'Canada Water | 0.4 mi', 'Heron Quays | 1.0 mi']",London
Pinnacle Tower,"5 Olympic Way, Brent, London, HA9 0NS","['Concierge', 'Onsite maintenance', 'Onsite management', 'Parking', 'Bike storage']","Pinnacle Tower is a contemporary Build To Rent at 5 Olympic Way, Harrow with a futuristic design and hotel-style convenience.",1550.0,1800.0,,,,"['Wembley Park | 0.1 mi', 'Wembley Stadium | 0.6 mi', 'Wembley Central Station | 1.0 mi']",London
The Atrium Point,"Greenford Road, Ealing, London, UB6 0JA","['Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parking']","Offering a green living environment in a vibrant and well-connected area, The Atrium Point is the place of dreaming lives in Ealing.",875.0,1100.0,,750.0,,"['Sudbury Hill Harrow | 0.2 mi', 'Sudbury & Harrow Road | 0.9 mi', 'South Harrow | 1.0 mi']",London
Vonder Finchley,"707 High Rd, North Finchley, Barnet, London, N12 0BT","['Furnished', 'Parking', 'Bike storage', 'Lifts', 'CCTV']","Encompassing high-quality rental flats with ample space and must-have amenities, Vonder Finchley is a fitting choice for tenants these days.",,,,1300.0,,"['Woodside Park | 0.6 mi', 'West Finchley Station | 0.6 mi']",London
Twyne House,"80 Back Church Lane, Tower Hamlets, London, E1 1LX","['Furnished', 'Bike storage', 'Lifts', 'CCTV', 'Controlled access']","Located in an excellent location of East London, Twyne House offers tenants fully-furnished apartments, an abundance of first-class amenities and transport links to create the highest living standards.",2383.0,3033.0,,,,"['Aldgate East | 0.3 mi', 'Tower Gateway | 0.3 mi', 'Aldgate Station | 0.4 mi']",London
Vonder Hill,"17 Highgate Hill, Upper Holloway, Islington, London, N19 5NA","['Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Bike storage']","Vonder Hill is a great living environment for families, professionals, students and commuters thanks to its prime location, well-designed apartments and great security.",1846.0,,,1780.0,,"['Archway | 0.0 mi', 'Upper Holloway | 0.3 mi', 'Tufnell Park Underground Station | 0.6 mi']",London
behere Hayes,"Blythe Road, Hillingdon, London, UB3 1BB","['Pet friendly', 'Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management']","Located in the Old Vinyl Factory, this impressive residential development comprises 119 homes available for rent with full furniture and the best amenities.",1295.0,1675.0,1950.0,,,"['Kensington (Olympia) | 0.3 mi', 'Hammersmith | 0.4 mi', ""Shepherd's Bush | 0.5 mi""]",London
Vonder Kew,"23 Kew Gardens Rd, Kew, Richmond, Richmond, London, TW9 3HD","['Furnished', 'Parking', 'Bike storage', 'Communal garden', 'Smoke alarms']","Located in a beautiful town in Twickenham, Vonder Kew is a selection of spacious flats that are perfect for escaping from the chaos and noise of the city.",1950.0,,,,,"['Kew Gardens | 0.2 mi', 'Kew Bridge | 0.7 mi', 'Gunnersbury Underground Station | 1.0 mi']",London
Vonder Zenith,"Sterling House, 69 Lawrence Rd, Tottenham, Haringey, London, N15 4EY","['Furnished', 'Concierge', 'Onsite management', 'Parcel collection & storage', 'Lifts']","Located in an active area of North London, Vonder Zenith is a selection of modern and spacious studio apartments.",,,,1147.0,,"['Seven Sisters | 0.3 mi', 'South Tottenham | 0.6 mi', 'Tottenham Hale | 0.8 mi']",London
Vonder Village,"Great West Plaza, Vonder Village, Great West Rd, Brentford, Hounslow, London, TW8 9RE","['Pet friendly', 'Furnished', 'Concierge', 'Onsite management', 'Parking']","Located in the upcoming London town of Brentford, Vonder Village is a selection of spacious apartments with canal side views and many convenient amenities.",1435.0,1905.0,,1287.0,,"['Brentford | 0.2 mi', 'Syon Lane | 0.6 mi', 'Boston Manor | 0.8 mi']",London
The Horizon,"Trillium Heights, Larkwood Avenue, Blackheath, London, SE10 8DP","['Pet friendly', 'Onsite maintenance', 'Onsite management', 'Parking', 'Bike storage']","Lying in a prime location of South East London, The Horizon is the ideal place for commuters with a unique design, an abundance of amenities & furniture and well-connected transport links.",1445.0,1845.0,2365.0,,,"['Elverson Road | 0.2 mi', 'Lewisham | 0.4 mi', 'St Johns | 0.4 mi']",London
Pinnpoint Uxbridge,"Hillingdon Road, Hillingdon, London, UB10 0RZ","['Pet friendly', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parking']",A new build to rent in Uxbridge - Pinnpoint Uxbridge provides an array of apartments that are fully furnished and elegantly designed to a high standard.,1195.0,1595.0,1795.0,,,['Uxbridge Underground Station | 0.5 mi'],London
Tower Point,"Sydney Road, Enfield, London, EN2 6AU","['Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parking']","At the heart of Enfield, Tower Point offers a wide selection of furnished accommodations and convenient amenities for tenants to enjoy the best living experience.",1200.0,1375.0,1950.0,,,"['Enfield Town | 0.2 mi', 'Enfield Chase | 0.5 mi']",London
Exchange Gardens,"Exchange Gardens, Vauxhall, Lambeth, London, SW8 1BQ","['Concierge', 'Onsite management', 'Bike storage', 'Lifts', 'Gym']","Lying in a central location of South West London, Exchange Gardens is the chosen place for tenants with a special design, an abundance of amenities and transport links.",2058.0,2795.0,3497.0,1733.0,,"['Vauxhall | 0.3 mi', 'Oval | 0.5 mi', 'Wandsworth Road | 1.0 mi']",London
The Saddler Building,"24 Wharf Road, Hackney, London, N1 7SW","['Furnished', 'Concierge', 'Onsite management', 'Lifts', 'Roof terrace']","Located in North London, The Saddler Building is a selection of stylish apartments with contemporary fixtures and fittings.",1895.0,2195.0,3012.0,,,"['Angel Station | 0.4 mi', 'Old Street | 0.5 mi', 'Essex Road | 0.6 mi']",London
Burford Wharf,"Cam Road, Tower Hamlets, London, E15 2SG","['Furnished', 'Concierge', 'Onsite management', 'Parking', 'Bike storage']","Situated in a prime location of East London, Burford Wharf is the ideal place for commuters with a unique design, an abundance of amenities & furniture and well-connected transport links.",1300.0,1600.0,1895.0,,,"['Stratford High Street | 0.1 mi', 'Stratford | 0.3 mi', 'Stratford Underground Station | 0.3 mi']",London
The Forge Living,"31 Priory Rd, Upton Park, Newham, London, E6 1DN","['Pet friendly', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parking']","Located in a well-linked area of East London, The Forge is a selection of 1, 2, 3 bedroom apartments and 4 bedroom townhouses with extended living areas and effortlessly cool furnishings.",1375.0,1700.0,1950.0,,,"['Upton Park Underground Station | 0.2 mi', 'Upton Park Station | 0.2 mi', 'East Ham LT | 0.6 mi']",London
The City Mills,"Haggerston West, Hackney, London, E8 4JA","['Parking', 'Bike storage', 'Lifts', 'CCTV', 'Controlled access']","Lying in a prime location of East London, The City Mills provides tenants with fully-furnished apartments and an abundance of amenities and transport links to create the best living experience.",1625.0,1775.0,,,,"['Haggerston | 0.2 mi', 'Hoxton | 0.5 mi', 'Bethnal Green | 1.0 mi']",London
Bow East,"Bow Road, Tower Hamlets, London, E3 2SJ","['Pet friendly', 'Communal garden', 'Open plan kitchen', 'Fridge & freezer', 'Oven']",Bow East offers unfurnished apartments along with first-class amenities. Tenants can also take advantage of a unique design and a prime location to create a high-standard living environment.,,1650.0,2325.0,,,"['Bow Church | 0.2 mi', 'Bromley-By-Bow Station | 0.3 mi', 'Pudding Mill Lane | 0.4 mi']",London
Nabeel House,"16-30 Wakering Road, Barking and Dagenham, London, IG11 8PD","['Parking', 'Bike storage', 'Lifts', 'CCTV', 'Common area']","Nabeel House offers tenants convenient unfurnished apartments along with first-class amenities, unique designs and a prime location to create a top-notch living experience.",1100.0,,,799.0,,"['Barking | 0.1 mi', 'Upney Station | 0.9 mi', 'Upney Underground Station | 0.9 mi']",London
Colindale Gardens,"Aerodrome Road, London, Barnet, London, NW9 5JE","['Roof terrace', 'Bed and mattress', 'Built-in wardrobe', 'Sofa', 'Dining table and chairs']","Located in a well-connected area of North West London, Colindale Gardens is a selection of spacious one, two and three-bedroom apartments with beautiful outside spaces and onsite amenities.",1200.0,1500.0,2167.0,,,"['Colindale | 0.4 mi', 'Hendon Central | 1.0 mi', 'Hendon | 1.0 mi']",London
